======================================================================
  REGISTRO DE REQUESTS - NinoEdu API
  Data/hora : 22/08/2026, 14:54:08
  Formato   : Rodada | Execucao | Itens retornados
Rodada 035 | Execucao 1 | Itens: [MACACO, BOLO, COCO, OVO]
Rodada 035 | Execucao 2 | Itens: [BOLA, COPO, COCO, CAVALO]
Rodada 035 | Execucao 3 | Itens: [CAVALO, GATO, BOLA, COPO]
Rodada 036 | Execucao 1 | Itens: [OVO, GATO, BOLO, MOTO]
Rodada 036 | Execucao 2 | Itens: [OVO, MOTO, COPO, GATO]
Rodada 036 | Execucao 3 | Itens: [CAVALO, GATO, MOTO, COPO]
Rodada 037 | Execucao 1 | Itens: [COPO, GATO, BOLO, OVO]
Rodada 037 | Execucao 2 | Itens: [BOLO, CAVALO, GATO, BOLA]
Rodada 037 | Execucao 3 | Itens: [COCO, BOLO, MOTO, CAVALO]
Rodada 038 | Execucao 1 | Itens: [COCO, OVO, BOLO, MOTO]
Rodada 038 | Execucao 2 | Itens: [MACACO, BOLO, OVO, GATO]
Rodada 038 | Execucao 3 | Itens: [CAVALO, BOLO, BOLA, MOTO]
Rodada 039 | Execucao 1 | Itens: [OVO, COPO, COCO, BOLO]
Rodada 039 | Execucao 2 | Itens: [CAVALO, COCO, GATO, MOTO]
Rodada 039 | Execucao 3 | Itens: [GATO, MACACO, COCO, OVO]
Rodada 040 | Execucao 1 | Itens: [OVO, COCO, CAVALO, MOTO]
Rodada 040 | Execucao 2 | Itens: [BOLA, MOTO, GATO, MACACO]
Rodada 040 | Execucao 3 | Itens: [COCO, GATO, MOTO, BOLA]
Rodada 041 | Execucao 1 | Itens: [GATO, COPO, BOLO, BOLA]
Rodada 041 | Execucao 2 | Itens: [OVO, BOLA, BOLO, COCO]
Rodada 041 | Execucao 3 | Itens: [MOTO, GATO, CAVALO, OVO]
Rodada 042 | Execucao 1 | Itens: [MACACO, CAVALO, BOLA, COCO]
Rodada 042 | Execucao 2 | Itens: [COCO, BOLO, COPO, BOLA]
Rodada 042 | Execucao 3 | Itens: [BOLO, BOLA, OVO, MACACO]
Rodada 043 | Execucao 1 | Itens: [MOTO, COCO, COPO, CAVALO]
Rodada 043 | Execucao 2 | Itens: [COCO, BOLA, COPO, MACACO]
Rodada 043 | Execucao 3 | Itens: [BOLA, BOLO, COPO, OVO]
Rodada 044 | Execucao 1 | Itens: [BOLA, BOLO, COCO, MACACO]
Rodada 044 | Execucao 2 | Itens: [MOTO, MACACO, COPO, BOLA]
Rodada 044 | Execucao 3 | Itens: [OVO, COCO, MACACO, COPO]
Rodada 045 | Execucao 1 | Itens: [MOTO, COPO, OVO, BOLO]
Rodada 045 | Execucao 2 | Itens: [OVO, BOLA, COCO, MOTO]
Rodada 045 | Execucao 3 | Itens: [COPO, OVO, BOLA, MACACO]
Rodada 046 | Execucao 1 | Itens: [COPO, BOLA, MACACO, BOLO]
Rodada 046 | Execucao 2 | Itens: [BOLA, MOTO, OVO, BOLO]
Rodada 046 | Execucao 3 | Itens: [COPO, OVO, CAVALO, MACACO]
Rodada 047 | Execucao 1 | Itens: [CAVALO, GATO, MACACO, COCO]
Rodada 047 | Execucao 2 | Itens: [COCO, CAVALO, COPO, MOTO]
Rodada 047 | Execucao 3 | Itens: [OVO, BOLA, MACACO, BOLO]
Rodada 048 | Execucao 1 | Itens: [GATO, BOLO, MACACO, OVO]
Rodada 048 | Execucao 2 | Itens: [COCO, CAVALO, MOTO, COPO]
Rodada 048 | Execucao 3 | Itens: [OVO, COCO, MACACO, MOTO]
Rodada 049 | Execucao 1 | Itens: [BOLO, CAVALO, COCO, COPO]
Rodada 049 | Execucao 2 | Itens: [MOTO, BOLA, GATO, BOLO]
Rodada 049 | Execucao 3 | Itens: [MACACO, BOLO, OVO, COCO]
Rodada 050 | Execucao 1 | Itens: [CAVALO, OVO, COPO, BOLA]
Rodada 050 | Execucao 2 | Itens: [CAVALO, GATO, BOLO, BOLA]
Rodada 050 | Execucao 3 | Itens: [BOLO, COPO, GATO, MOTO]
Rodada 051 | Execucao 1 | Itens: [MACACO, GATO, COCO, MOTO]
Rodada 051 | Execucao 2 | Itens: [OVO, BOLA, MACACO, CAVALO]
Rodada 051 | Execucao 3 | Itens: [MACACO, COPO, GATO, BOLA]
Rodada 052 | Execucao 1 | Itens: [BOLA, BOLO, CAVALO, COCO]
Rodada 052 | Execucao 2 | Itens: [OVO, GATO, MACACO, BOLO]
Rodada 052 | Execucao 3 | Itens: [COPO, MOTO, CAVALO, COCO]
Rodada 053 | Execucao 1 | Itens: [OVO, MOTO, BOLO, GATO]
Rodada 053 | Execucao 2 | Itens: [MACACO, COPO, GATO, CAVALO]
Rodada 053 | Execucao 3 | Itens: [CAVALO, BOLA, COCO, BOLO]
Rodada 054 | Execucao 1 | Itens: [COPO, BOLO, BOLA, MOTO]
Rodada 054 | Execucao 2 | Itens: [GATO, MACACO, BOLA, MOTO]
Rodada 054 | Execucao 3 | Itens: [BOLA, GATO, MACACO, CAVALO]
Rodada 055 | Execucao 1 | Itens: [CAVALO, BOLO, OVO, MOTO]
Rodada 055 | Execucao 2 | Itens: [BOLO, COCO, CAVALO, MACACO]
Rodada 055 | Execucao 3 | Itens: [BOLA, BOLO, COCO, MOTO]
Rodada 056 | Execucao 1 | Itens: [MOTO, OVO, BOLA, BOLO]
Rodada 056 | Execucao 2 | Itens: [BOLO, COPO, BOLA, MACACO]
Rodada 056 | Execucao 3 | Itens: [MACACO, BOLO, BOLA, COCO]
Rodada 057 | Execucao 1 | Itens: [BOLA, COCO, MACACO, BOLO]
Rodada 057 | Execucao 2 | Itens: [OVO, MOTO, CAVALO, MACACO]
Rodada 057 | Execucao 3 | Itens: [GATO, BOLA, COPO, COCO]
Rodada 058 | Execucao 1 | Itens: [MACACO, CAVALO, GATO, MOTO]
Rodada 058 | Execucao 2 | Itens: [COCO, BOLO, MACACO, COPO]
Rodada 058 | Execucao 3 | Itens: [OVO, MACACO, COPO, COCO]
Rodada 059 | Execucao 1 | Itens: [BOLO, COCO, OVO, MACACO]
Rodada 059 | Execucao 2 | Itens: [MACACO, OVO, MOTO, GATO]
Rodada 059 | Execucao 3 | Itens: [BOLO, OVO, BOLA, MACACO]
Rodada 060 | Execucao 1 | Itens: [BOLA, MOTO, BOLO, CAVALO]
Rodada 060 | Execucao 2 | Itens: [MACACO, MOTO, COPO, CAVALO]
Rodada 060 | Execucao 3 | Itens: [CAVALO, OVO, GATO, MACACO]
Rodada 061 | Execucao 1 | Itens: [BOLA, MACACO, CAVALO, OVO]
Rodada 061 | Execucao 2 | Itens: [COCO, CAVALO, MACACO, BOLA]
Rodada 061 | Execucao 3 | Itens: [CAVALO, BOLA, BOLO, COPO]
Rodada 062 | Execucao 1 | Itens: [OVO, MACACO, COCO, BOLO]
Rodada 062 | Execucao 2 | Itens: [MACACO, OVO, GATO, MOTO]
Rodada 062 | Execucao 3 | Itens: [BOLA, COCO, BOLO, CAVALO]
Rodada 063 | Execucao 1 | Itens: [OVO, BOLA, GATO, CAVALO]
Rodada 063 | Execucao 2 | Itens: [BOLA, OVO, MACACO, COCO]
Rodada 063 | Execucao 3 | Itens: [BOLO, BOLA, CAVALO, OVO]
Rodada 064 | Execucao 1 | Itens: [BOLO, CAVALO, OVO, MACACO]
Rodada 064 | Execucao 2 | Itens: [COCO, OVO, BOLO, BOLA]
Rodada 064 | Execucao 3 | Itens: [COPO, BOLA, MOTO, OVO]
Rodada 065 | Execucao 1 | Itens: [MACACO, CAVALO, COPO, GATO]
Rodada 065 | Execucao 2 | Itens: [MOTO, BOLO, CAVALO, COPO]
Rodada 065 | Execucao 3 | Itens: [COCO, MACACO, OVO, GATO]
Rodada 066 | Execucao 1 | Itens: [MOTO, BOLO, GATO, OVO]
Rodada 066 | Execucao 2 | Itens: [MACACO, CAVALO, BOLO, MOTO]
Rodada 066 | Execucao 3 | Itens: [BOLO, CAVALO, GATO, COPO]
Rodada 067 | Execucao 1 | Itens: [BOLO, MACACO, COPO, GATO]
Rodada 067 | Execucao 2 | Itens: [BOLA, OVO, GATO, COPO]
Rodada 067 | Execucao 3 | Itens: [BOLO, OVO, MACACO, MOTO]
Rodada 068 | Execucao 1 | Itens: [CAVALO, BOLA, BOLO, MACACO]
Rodada 068 | Execucao 2 | Itens: [BOLO, OVO, GATO, MACACO]
Rodada 068 | Execucao 3 | Itens: [MOTO, OVO, CAVALO, MACACO]
Rodada 069 | Execucao 1 | Itens: [GATO, BOLA, OVO, BOLO]
Rodada 069 | Execucao 2 | Itens: [COPO, MOTO, OVO, BOLA]
Rodada 069 | Execucao 3 | Itens: [MOTO, COCO, MACACO, CAVALO]
Rodada 070 | Execucao 1 | Itens: [COPO, BOLO, OVO, COCO]
Rodada 070 | Execucao 2 | Itens: [MACACO, CAVALO, BOLO, BOLA]
Rodada 070 | Execucao 3 | Itens: [MOTO, COCO, BOLO, GATO]
Rodada 071 | Execucao 1 | Itens: [BOLA, CAVALO, MOTO, MACACO]
Rodada 071 | Execucao 2 | Itens: [COCO, GATO, CAVALO, OVO]
Rodada 071 | Execucao 3 | Itens: [COCO, BOLA, MOTO, COPO]
Rodada 072 | Execucao 1 | Itens: [OVO, MOTO, CAVALO, GATO]
Rodada 072 | Execucao 2 | Itens: [MACACO, BOLA, CAVALO, COPO]
Rodada 072 | Execucao 3 | Itens: [MACACO, BOLO, GATO, COCO]
Rodada 073 | Execucao 1 | Itens: [COCO, COPO, MACACO, BOLA]
Rodada 073 | Execucao 2 | Itens: [OVO, COPO, BOLO, CAVALO]
Rodada 073 | Execucao 3 | Itens: [COCO, COPO, MOTO, BOLO]
Rodada 074 | Execucao 1 | Itens: [BOLA, COCO, COPO, BOLO]
Rodada 074 | Execucao 2 | Itens: [OVO, MACACO, BOLA, GATO]
Rodada 074 | Execucao 3 | Itens: [COPO, OVO, MACACO, COCO]
Rodada 075 | Execucao 1 | Itens: [CAVALO, MACACO, OVO, MOTO]
Rodada 075 | Execucao 2 | Itens: [CAVALO, COCO, COPO, MOTO]
Rodada 075 | Execucao 3 | Itens: [COCO, COPO, BOLO, OVO]
Rodada 076 | Execucao 1 | Itens: [GATO, CAVALO, OVO, COCO]
Rodada 076 | Execucao 2 | Itens: [MOTO, BOLO, COPO, MACACO]
Rodada 076 | Execucao 3 | Itens: [COPO, OVO, COCO, CAVALO]
Rodada 077 | Execucao 1 | Itens: [OVO, MOTO, BOLO, GATO]
Rodada 077 | Execucao 2 | Itens: [OVO, COCO, GATO, MOTO]
Rodada 077 | Execucao 3 | Itens: [BOLO, GATO, MOTO, BOLA]
Rodada 078 | Execucao 1 | Itens: [CAVALO, COCO, BOLA, COPO]
Rodada 078 | Execucao 2 | Itens: [COPO, MACACO, OVO, BOLO]
Rodada 078 | Execucao 3 | Itens: [OVO, MACACO, COCO, CAVALO]
Rodada 079 | Execucao 1 | Itens: [BOLA, GATO, BOLO, MACACO]
Rodada 079 | Execucao 2 | Itens: [OVO, MACACO, COPO, BOLO]
Rodada 079 | Execucao 3 | Itens: [CAVALO, COPO, COCO, MOTO]
Rodada 080 | Execucao 1 | Itens: [GATO, COCO, COPO, MOTO]
Rodada 080 | Execucao 2 | Itens: [MOTO, COPO, GATO, MACACO]
Rodada 080 | Execucao 3 | Itens: [MOTO, COCO, MACACO, COPO]
Rodada 081 | Execucao 1 | Itens: [MOTO, MACACO, BOLA, COPO]
Rodada 081 | Execucao 2 | Itens: [BOLA, MOTO, GATO, BOLO]
Rodada 081 | Execucao 3 | Itens: [COCO, GATO, OVO, COPO]
Rodada 082 | Execucao 1 | Itens: [GATO, MOTO, OVO, BOLO]
Rodada 082 | Execucao 2 | Itens: [MOTO, GATO, OVO, BOLA]
Rodada 082 | Execucao 3 | Itens: [OVO, MOTO, GATO, BOLA]
Rodada 083 | Execucao 1 | Itens: [COPO, COCO, MOTO, CAVALO]
Rodada 083 | Execucao 2 | Itens: [MOTO, COCO, BOLA, CAVALO]
Rodada 083 | Execucao 3 | Itens: [MACACO, BOLO, BOLA, COCO]
Rodada 084 | Execucao 1 | Itens: [OVO, MOTO, BOLA, BOLO]
Rodada 084 | Execucao 2 | Itens: [MACACO, MOTO, GATO, BOLA]
Rodada 084 | Execucao 3 | Itens: [GATO, COCO, COPO, BOLO]
Rodada 085 | Execucao 1 | Itens: [GATO, CAVALO, BOLA, OVO]
Rodada 085 | Execucao 2 | Itens: [BOLA, OVO, MACACO, MOTO]
Rodada 085 | Execucao 3 | Itens: [BOLO, MACACO, BOLA, OVO]
Rodada 086 | Execucao 1 | Itens: [COCO, OVO, GATO, MACACO]
Rodada 086 | Execucao 2 | Itens: [CAVALO, COCO, MOTO, BOLO]
Rodada 086 | Execucao 3 | Itens: [CAVALO, GATO, COPO, OVO]
Rodada 087 | Execucao 1 | Itens: [MOTO, BOLO, MACACO, COPO]
Rodada 087 | Execucao 2 | Itens: [COCO, MACACO, BOLA, CAVALO]
Rodada 087 | Execucao 3 | Itens: [CAVALO, BOLO, MOTO, BOLA]
Rodada 088 | Execucao 1 | Itens: [BOLA, OVO, GATO, MOTO]
Rodada 088 | Execucao 2 | Itens: [BOLO, BOLA, GATO, CAVALO]
Rodada 088 | Execucao 3 | Itens: [MOTO, BOLO, COCO, GATO]
Rodada 089 | Execucao 1 | Itens: [MACACO, COCO, BOLO, COPO]
Rodada 089 | Execucao 2 | Itens: [GATO, OVO, MOTO, BOLA]
Rodada 089 | Execucao 3 | Itens: [GATO, BOLO, MOTO, COPO]
Rodada 090 | Execucao 1 | Itens: [MACACO, BOLA, COCO, MOTO]
Rodada 090 | Execucao 2 | Itens: [MOTO, CAVALO, BOLA, COCO]
Rodada 090 | Execucao 3 | Itens: [COPO, MACACO, COCO, GATO]
Rodada 091 | Execucao 1 | Itens: [COCO, MACACO, CAVALO, BOLA]
Rodada 091 | Execucao 2 | Itens: [MACACO, BOLO, MOTO, COPO]
Rodada 091 | Execucao 3 | Itens: [MACACO, MOTO, COCO, CAVALO]
Rodada 092 | Execucao 1 | Itens: [OVO, COCO, BOLA, CAVALO]
Rodada 092 | Execucao 2 | Itens: [BOLA, COPO, BOLO, MOTO]
Rodada 092 | Execucao 3 | Itens: [BOLO, GATO, MACACO, COPO]
Rodada 093 | Execucao 1 | Itens: [CAVALO, GATO, BOLA, COPO]
Rodada 093 | Execucao 2 | Itens: [CAVALO, GATO, MACACO, BOLO]
Rodada 093 | Execucao 3 | Itens: [MACACO, COCO, OVO, BOLA]
Rodada 094 | Execucao 1 | Itens: [OVO, COCO, BOLO, GATO]
Rodada 094 | Execucao 2 | Itens: [GATO, COPO, BOLO, CAVALO]
Rodada 094 | Execucao 3 | Itens: [OVO, COCO, BOLO, COPO]
Rodada 095 | Execucao 1 | Itens: [MACACO, OVO, BOLO, MOTO]
Rodada 095 | Execucao 2 | Itens: [CAVALO, MOTO, BOLO, MACACO]
Rodada 095 | Execucao 3 | Itens: [COCO, MACACO, MOTO, OVO]
Rodada 096 | Execucao 1 | Itens: [GATO, BOLO, OVO, MOTO]
Rodada 096 | Execucao 2 | Itens: [CAVALO, MACACO, COCO, MOTO]
Rodada 096 | Execucao 3 | Itens: [BOLO, MOTO, CAVALO, MACACO]
Rodada 097 | Execucao 1 | Itens: [GATO, MACACO, BOLO, OVO]
Rodada 097 | Execucao 2 | Itens: [OVO, COCO, MACACO, GATO]
Rodada 097 | Execucao 3 | Itens: [OVO, MOTO, GATO, MACACO]
Rodada 098 | Execucao 1 | Itens: [GATO, COPO, COCO, BOLO]
Rodada 098 | Execucao 2 | Itens: [GATO, BOLA, COCO, COPO]
Rodada 098 | Execucao 3 | Itens: [COPO, COCO, BOLA, GATO]
Rodada 099 | Execucao 1 | Itens: [COPO, MOTO, MACACO, GATO]
Rodada 099 | Execucao 2 | Itens: [BOLO, MOTO, COCO, MACACO]
Rodada 099 | Execucao 3 | Itens: [MOTO, CAVALO, GATO, OVO]
Rodada 100 | Execucao 1 | Itens: [OVO, MACACO, BOLA, COPO]
Rodada 100 | Execucao 2 | Itens: [MOTO, MACACO, GATO, BOLA]
Rodada 100 | Execucao 3 | Itens: [BOLA, COCO, OVO, CAVALO]
Rodada 101 | Execucao 1 | Itens: [COCO, CAVALO, BOLA, BOLO]
Rodada 101 | Execucao 2 | Itens: [MACACO, BOLA, COCO, GATO]
Rodada 101 | Execucao 3 | Itens: [COCO, BOLA, OVO, COPO]
Rodada 102 | Execucao 1 | Itens: [BOLA, OVO, GATO, CAVALO]
Rodada 102 | Execucao 2 | Itens: [BOLA, MOTO, OVO, GATO]
Rodada 102 | Execucao 3 | Itens: [COPO, MACACO, MOTO, GATO]
Rodada 103 | Execucao 1 | Itens: [MOTO, BOLO, MACACO, BOLA]
Rodada 103 | Execucao 2 | Itens: [OVO, COPO, BOLA, GATO]
Rodada 103 | Execucao 3 | Itens: [MOTO, MACACO, OVO, COCO]
Rodada 104 | Execucao 1 | Itens: [COCO, BOLA, GATO, CAVALO]
Rodada 104 | Execucao 2 | Itens: [MOTO, OVO, GATO, CAVALO]
Rodada 104 | Execucao 3 | Itens: [BOLA, COCO, BOLO, GATO]
Rodada 105 | Execucao 1 | Itens: [GATO, MACACO, COCO, BOLO]
Rodada 105 | Execucao 2 | Itens: [MACACO, COCO, BOLO, OVO]
Rodada 105 | Execucao 3 | Itens: [BOLO, GATO, COPO, MACACO]
Rodada 106 | Execucao 1 | Itens: [OVO, BOLA, COCO, COPO]
Rodada 106 | Execucao 2 | Itens: [MOTO, CAVALO, COPO, BOLA]
Rodada 106 | Execucao 3 | Itens: [BOLA, CAVALO, OVO, BOLO]
Rodada 107 | Execucao 1 | Itens: [COCO, OVO, BOLA, GATO]
Rodada 107 | Execucao 2 | Itens: [GATO, BOLO, CAVALO, BOLA]
Rodada 107 | Execucao 3 | Itens: [GATO, BOLA, CAVALO, COPO]
Rodada 108 | Execucao 1 | Itens: [OVO, BOLO, CAVALO, MOTO]
Rodada 108 | Execucao 2 | Itens: [MOTO, COPO, BOLA, COCO]
Rodada 108 | Execucao 3 | Itens: [BOLO, OVO, MOTO, COPO]
Rodada 109 | Execucao 1 | Itens: [OVO, MOTO, COPO, GATO]
Rodada 109 | Execucao 2 | Itens: [MOTO, GATO, BOLA, COPO]
Rodada 109 | Execucao 3 | Itens: [COPO, CAVALO, COCO, OVO]
Rodada 110 | Execucao 1 | Itens: [MACACO, BOLA, MOTO, COCO]
Rodada 110 | Execucao 2 | Itens: [MOTO, COPO, BOLO, GATO]
Rodada 110 | Execucao 3 | Itens: [OVO, COPO, CAVALO, BOLO]
Rodada 111 | Execucao 1 | Itens: [BOLO, BOLA, MACACO, OVO]
Rodada 111 | Execucao 2 | Itens: [COPO, MOTO, OVO, COCO]
Rodada 111 | Execucao 3 | Itens: [OVO, MACACO, COPO, BOLO]
Rodada 112 | Execucao 1 | Itens: [CAVALO, BOLO, GATO, COPO]
Rodada 112 | Execucao 2 | Itens: [COPO, GATO, MOTO, CAVALO]
Rodada 112 | Execucao 3 | Itens: [BOLA, COCO, GATO, MOTO]
Rodada 113 | Execucao 1 | Itens: [COPO, BOLA, MACACO, GATO]
Rodada 113 | Execucao 2 | Itens: [MOTO, CAVALO, BOLO, OVO]
Rodada 113 | Execucao 3 | Itens: [COPO, CAVALO, MACACO, BOLO]
Rodada 114 | Execucao 1 | Itens: [OVO, BOLO, BOLA, CAVALO]
Rodada 114 | Execucao 2 | Itens: [GATO, COPO, BOLO, CAVALO]
Rodada 114 | Execucao 3 | Itens: [BOLO, COCO, BOLA, MOTO]
Rodada 115 | Execucao 1 | Itens: [BOLO, BOLA, MOTO, OVO]
Rodada 115 | Execucao 2 | Itens: [GATO, BOLA, MACACO, OVO]
Rodada 115 | Execucao 3 | Itens: [COCO, BOLA, CAVALO, MOTO]
Rodada 116 | Execucao 1 | Itens: [BOLO, BOLA, MACACO, OVO]
Rodada 116 | Execucao 2 | Itens: [BOLA, MACACO, OVO, BOLO]
Rodada 116 | Execucao 3 | Itens: [MACACO, CAVALO, BOLA, BOLO]
Rodada 117 | Execucao 1 | Itens: [MOTO, COCO, MACACO, BOLO]
Rodada 117 | Execucao 2 | Itens: [BOLA, OVO, COPO, MACACO]
Rodada 117 | Execucao 3 | Itens: [CAVALO, MACACO, BOLO, COCO]
Rodada 118 | Execucao 1 | Itens: [MOTO, BOLA, GATO, MACACO]
Rodada 118 | Execucao 2 | Itens: [OVO, COCO, MOTO, BOLA]
Rodada 118 | Execucao 3 | Itens: [GATO, MOTO, CAVALO, COPO]
Rodada 119 | Execucao 1 | Itens: [COCO, MACACO, BOLO, OVO]
Rodada 119 | Execucao 2 | Itens: [OVO, MOTO, BOLO, GATO]
Rodada 119 | Execucao 3 | Itens: [COPO, OVO, CAVALO, GATO]
Rodada 120 | Execucao 1 | Itens: [BOLO, MACACO, GATO, OVO]
Rodada 120 | Execucao 2 | Itens: [MACACO, BOLA, COPO, GATO]
Rodada 120 | Execucao 3 | Itens: [MOTO, GATO, COPO, BOLO]
Rodada 121 | Execucao 1 | Itens: [MOTO, CAVALO, COCO, COPO]
Rodada 121 | Execucao 2 | Itens: [BOLA, OVO, MACACO, GATO]
Rodada 121 | Execucao 3 | Itens: [COCO, COPO, OVO, BOLA]
Rodada 122 | Execucao 1 | Itens: [COPO, MACACO, BOLA, GATO]
Rodada 122 | Execucao 2 | Itens: [MOTO, GATO, COCO, MACACO]
Rodada 122 | Execucao 3 | Itens: [OVO, CAVALO, MACACO, COCO]
Rodada 123 | Execucao 1 | Itens: [BOLA, COCO, COPO, OVO]
Rodada 123 | Execucao 2 | Itens: [GATO, BOLO, CAVALO, MACACO]
Rodada 123 | Execucao 3 | Itens: [MOTO, BOLO, COPO, MACACO]
Rodada 124 | Execucao 1 | Itens: [COPO, BOLO, MACACO, BOLA]
Rodada 124 | Execucao 2 | Itens: [GATO, BOLO, CAVALO, MOTO]
Rodada 124 | Execucao 3 | Itens: [COPO, GATO, CAVALO, BOLA]
Rodada 125 | Execucao 1 | Itens: [GATO, BOLA, COCO, COPO]
Rodada 125 | Execucao 2 | Itens: [COPO, COCO, CAVALO, MACACO]
Rodada 125 | Execucao 3 | Itens: [COPO, CAVALO, BOLA, OVO]
Rodada 126 | Execucao 1 | Itens: [OVO, COCO, MACACO, BOLA]
Rodada 126 | Execucao 2 | Itens: [BOLO, MACACO, CAVALO, MOTO]
Rodada 126 | Execucao 3 | Itens: [BOLO, GATO, MOTO, OVO]
Rodada 127 | Execucao 1 | Itens: [GATO, MOTO, BOLO, BOLA]
Rodada 127 | Execucao 2 | Itens: [BOLA, OVO, COPO, COCO]
Rodada 127 | Execucao 3 | Itens: [BOLO, MACACO, COCO, MOTO]
Rodada 128 | Execucao 1 | Itens: [COPO, OVO, BOLO, COCO]
Rodada 128 | Execucao 2 | Itens: [COPO, BOLA, OVO, GATO]
Rodada 128 | Execucao 3 | Itens: [MACACO, COCO, BOLO, BOLA]
Rodada 129 | Execucao 1 | Itens: [BOLA, CAVALO, COCO, BOLO]
Rodada 129 | Execucao 2 | Itens: [MACACO, BOLO, OVO, BOLA]
Rodada 129 | Execucao 3 | Itens: [GATO, CAVALO, BOLO, OVO]
Rodada 130 | Execucao 1 | Itens: [BOLO, MOTO, BOLA, COPO]
Rodada 130 | Execucao 2 | Itens: [CAVALO, GATO, BOLA, BOLO]
Rodada 130 | Execucao 3 | Itens: [COPO, CAVALO, BOLA, COCO]
Rodada 131 | Execucao 1 | Itens: [MACACO, OVO, CAVALO, BOLA]
Rodada 131 | Execucao 2 | Itens: [CAVALO, OVO, BOLO, COCO]
Rodada 131 | Execucao 3 | Itens: [COCO, COPO, OVO, MACACO]
Rodada 132 | Execucao 1 | Itens: [BOLA, GATO, MOTO, MACACO]
Rodada 132 | Execucao 2 | Itens: [CAVALO, OVO, COCO, GATO]
Rodada 132 | Execucao 3 | Itens: [COCO, CAVALO, MACACO, MOTO]
Rodada 133 | Execucao 1 | Itens: [BOLO, MOTO, COCO, BOLA]
Rodada 133 | Execucao 2 | Itens: [COCO, MOTO, GATO, MACACO]
Rodada 133 | Execucao 3 | Itens: [OVO, GATO, COCO, COPO]
Rodada 134 | Execucao 1 | Itens: [GATO, BOLA, OVO, CAVALO]
Rodada 134 | Execucao 2 | Itens: [GATO, BOLA, OVO, COPO]
Rodada 134 | Execucao 3 | Itens: [COPO, MACACO, MOTO, GATO]
Rodada 135 | Execucao 1 | Itens: [CAVALO, GATO, MOTO, OVO]
Rodada 135 | Execucao 2 | Itens: [BOLO, MACACO, CAVALO, GATO]
Rodada 135 | Execucao 3 | Itens: [COCO, MACACO, BOLA, MOTO]
Rodada 136 | Execucao 1 | Itens: [OVO, GATO, MOTO, CAVALO]
Rodada 136 | Execucao 2 | Itens: [GATO, MOTO, COPO, BOLO]
Rodada 136 | Execucao 3 | Itens: [CAVALO, BOLO, MACACO, OVO]
Rodada 137 | Execucao 1 | Itens: [BOLO, MOTO, OVO, MACACO]
Rodada 137 | Execucao 2 | Itens: [BOLA, COPO, BOLO, COCO]
Rodada 137 | Execucao 3 | Itens: [COPO, MACACO, GATO, BOLA]
Rodada 138 | Execucao 1 | Itens: [OVO, MACACO, BOLA, BOLO]
Rodada 138 | Execucao 2 | Itens: [OVO, MACACO, COPO, GATO]
Rodada 138 | Execucao 3 | Itens: [BOLA, COCO, MOTO, OVO]
Rodada 139 | Execucao 1 | Itens: [MACACO, COCO, BOLO, OVO]
Rodada 139 | Execucao 2 | Itens: [MOTO, GATO, MACACO, OVO]
Rodada 139 | Execucao 3 | Itens: [COCO, BOLA, BOLO, CAVALO]
Rodada 140 | Execucao 1 | Itens: [COPO, BOLO, GATO, CAVALO]
Rodada 140 | Execucao 2 | Itens: [COPO, MOTO, GATO, CAVALO]
Rodada 140 | Execucao 3 | Itens: [MACACO, BOLA, MOTO, GATO]
Rodada 141 | Execucao 1 | Itens: [MACACO, CAVALO, GATO, OVO]
Rodada 141 | Execucao 2 | Itens: [BOLO, CAVALO, MACACO, COCO]
Rodada 141 | Execucao 3 | Itens: [MOTO, COCO, CAVALO, GATO]
Rodada 142 | Execucao 1 | Itens: [BOLO, GATO, CAVALO, COCO]
Rodada 142 | Execucao 2 | Itens: [BOLA, MOTO, CAVALO, MACACO]
Rodada 142 | Execucao 3 | Itens: [MACACO, BOLA, GATO, OVO]
Rodada 143 | Execucao 1 | Itens: [MOTO, BOLA, COCO, OVO]
Rodada 143 | Execucao 2 | Itens: [BOLA, COPO, GATO, MOTO]
Rodada 143 | Execucao 3 | Itens: [COPO, OVO, CAVALO, BOLO]
Rodada 144 | Execucao 1 | Itens: [CAVALO, BOLO, BOLA, COCO]
Rodada 144 | Execucao 2 | Itens: [COCO, BOLA, MOTO, GATO]
Rodada 144 | Execucao 3 | Itens: [MOTO, COPO, CAVALO, BOLO]
Rodada 145 | Execucao 1 | Itens: [OVO, BOLO, MOTO, COCO]
Rodada 145 | Execucao 2 | Itens: [COCO, BOLA, COPO, MOTO]
Rodada 145 | Execucao 3 | Itens: [MACACO, MOTO, BOLA, GATO]
Rodada 146 | Execucao 1 | Itens: [COCO, MACACO, BOLA, BOLO]
Rodada 146 | Execucao 2 | Itens: [BOLA, MOTO, MACACO, OVO]
Rodada 146 | Execucao 3 | Itens: [MACACO, COPO, COCO, BOLO]
Rodada 147 | Execucao 1 | Itens: [MACACO, CAVALO, COCO, BOLA]
Rodada 147 | Execucao 2 | Itens: [GATO, COCO, OVO, CAVALO]
Rodada 147 | Execucao 3 | Itens: [OVO, COPO, BOLO, MOTO]
Rodada 148 | Execucao 1 | Itens: [BOLA, BOLO, COPO, CAVALO]
Rodada 148 | Execucao 2 | Itens: [CAVALO, COCO, COPO, BOLA]
Rodada 148 | Execucao 3 | Itens: [COCO, MOTO, GATO, BOLA]
